Column1,Column2,Column3,Column4
,65740000,3993.519,
,70440000,3965.271,
,75130000,3937.895,
,79830000,3911.254,
,84530000,3885.262,
,89220000,3859.855,
,93920000,3834.982,
,103300000,3786.665,
,112700000,3739.987,
,122100000,3694.647,
,131500000,3650.333,
,164400000,3498.178,
,187800000,3386.971,
,211300000,3279.13,
,234800000,3188.726,
,258300000,3116.215,
,281800000,3055.057,
,305200000,3001.027,
,328700000,2952.009,
,352200000,2906.851,
,375700000,2864.847,
,422600000,2788.47,
,469600000,2720.297,
,704400000,2460.807,
,939200000,2292.923,
47,2s0,->,4p0
,10,4861.32,
,4696000,4855.517,
,7044000,4846.685,
,9392000,4834.658,
,14090000,4802.207,
,23480000,4712.75,
,25830000,4687.027,
,28180000,4660.478,
,30520000,4633.319,
,32870000,4605.74,
,35220000,4577.914,
,37570000,4549.992,
,39920000,4522.105,
,46960000,4439.759,
,58700000,4311.579,
,61050000,4287.778,
,63390000,4264.662,
,65740000,4242.251,
,68090000,4220.554,
,70440000,4199.579,
,75130000,4159.787,
,79830000,4122.819,
,84530000,4088.556,
,89220000,4056.835,
,93920000,4027.466,
,98610000,4000.253,
,103300000,3975.007,
,108000000,3951.549,
,112700000,3929.722,
,117400000,3909.386,
,122100000,3890.416,
,126800000,3872.704,
,131500000,3856.154,
,136200000,3840.679,
,140900000,3826.202,
,150300000,3799.969,
,159700000,3776.962,
,169100000,3756.769,
,178400000,3739.043,
,187800000,3723.485,
,234800000,3670.567,
,295800000,3641.864,
,328700000,3637.51,
,375700000,3639.144,
,469600000,3655.427,
,704400000,3688.991,
,939200000,3677.453,
41,2p-1,->,4d-1
,10,4861.32,
,4696000,4855.956,
,7044000,4847.654,
,9392000,4836.336,
,11740000,4822.263,
,14090000,4805.726,
,16440000,4787.024,
,18780000,4766.451,
,21130000,4744.285,
,23480000,4720.789,
,28180000,4670.726,
,32870000,4617.874,
,37570000,4563.49,
,42260000,4508.519,
,46960000,4453.653,
,51650000,4399.382,
,56350000,4346.039,
,61050000,4293.844,
,65740000,4242.929,
,70440000,4193.365,
,75130000,4145.182,
,79830000,4098.378,
,84530000,4052.933,
,89220000,4008.815,
,93920000,3965.983,
,103300000,3883.997,
,112700000,3806.607,
,122100000,3733.45,
,131500000,3664.186,
,140900000,3598.506,
,164400000,3448.209,
,187800000,3314.941,
,211300000,3195.833,
,234800000,3088.629,
,281800000,2903.085,
,328700000,2747.639,
,375700000,2615.088,
,422600000,2500.392,
,469600000,2399.92,
,704400000,2036.172,
,939200000,1803.361,
46,2p0,->,4d0
,10,4861.32,
,4696000,4859.204,
,7044000,4854.869,
,9392000,4848.943,
,11740000,4841.552,
,14090000,4832.835,
,16440000,4822.938,
,18780000,4812.007,
,21130000,4800.178,
,23480000,4787.582,
,25830000,4774.333,
,28180000,4760.538,
,30520000,4746.288,
,32870000,4731.664,
,35220000,4716.735,
,37570000,4701.56,
,42260000,4670.671,
,46960000,4639.312,
,51650000,4607.703,
,56350000,4575.994,
,61050000,4544.276,
,65740000,4512.605,
,70440000,4481.003,
,75130000,4449.47,
,79830000,4417.988,
,84530000,4386.519,
,89220000,4355.015,
,93920000,4323.411,
,103300000,4259.583,
,112700000,4194.288,
,122100000,4126.683,
,131500000,4056.059,
,164400000,3791.842,
,187800000,3621.132,
,211300000,3491.074,
,234800000,3393.61,
,258300000,3314.814,
,281800000,3246.875,
,305200000,3186.098,
,328700000,3130.581,
,352200000,3079.206,
,375700000,3031.247,
,422600000,2943.633,
,469600000,2864.941,
,704400000,2565.725,
,939200000,2378.595,
47,2s0,->,4f0
,10,4861.32,
,4696000,4860.704,
,7044000,4858.19,
,9392000,4854.72,
,14090000,4845.101,
,23480000,4816.739,
,25830000,4808.094,
,28180000,4798.943,
,30520000,4789.338,
,32870000,4779.329,
,35220000,4768.963,
,37570000,4758.285,
,39920000,4747.335,
,46960000,4713.227,
,58700000,4654.045,
,61050000,4642.09,
,63390000,4630.146,
,65740000,4618.23,
,68090000,4606.36,
,70440000,4594.551,
,75130000,4571.173,
,79830000,4548.197,
,84530000,4525.71,
,89220000,4503.782,
,93920000,4482.472,
,98610000,4461.827,
,103300000,4441.882,
,108000000,4422.663,
,112700000,4404.189,
,117400000,4386.469,
,122100000,4369.507,
,126800000,4353.301,
,131500000,4337.844,
,136200000,4323.127,
,140900000,4309.135,
,150300000,4283.256,
,159700000,4260.053,
,169100000,4239.354,
,178400000,4220.978,
,187800000,4204.748,
,234800000,4150.062,
,295800000,4124.846,
,328700000,4124.565,
,375700000,4133.683,
,469600000,4167.418,
,704400000,4237.317,
,939200000,4242.076,
60,2s0,->,4p-1
,10,4861.32,
,4696000,4902.743,
,7044000,4913.969,
,9392000,4919.64,
,11740000,4920.126,
,14090000,4915.871,
,18780000,4895.037,
,23480000,4860.899,
,28180000,4816.919,
,30520000,4792.204,
,32870000,4766.136,
,35220000,4739.033,
,37570000,4711.198,
,39920000,4682.915,
,42260000,4654.458,
,46960000,4598.076,
,51650000,4544.071,
,56350000,4494.259,
,61050000,4450.014,
,65740000,4411.942,
,70440000,4379.779,
,75130000,4352.657,
,79830000,4329.527,
,84530000,4309.448,
,89220000,4291.687,
,93920000,4275.71,
,98610000,4261.135,
,103300000,4247.688,
,108000000,4235.172,
,112700000,4223.438,
,117400000,4212.374,
,122100000,4201.893,
,126800000,4191.922,
,131500000,4182.402,
,136200000,4173.283,
,140900000,4164.519,
,150300000,4147.895,
,159700000,4132.238,
,169100000,4117.277,
,178400000,4102.755,
,187800000,4088.416,
,197200000,4074.004,
,206600000,4059.268,
,216000000,4043.965,
,225400000,4027.875,
,234800000,4010.823,
,244200000,3992.7,
,253600000,3973.492,
,263000000,3953.302,
,272400000,3932.367,
,281800000,3911.053,
,295800000,3879.434,
,328700000,3816.546,
,352200000,3787.184,
,375700000,3770.252,
,399200000,3762.077,
,422600000,3759.411,
,469600000,3762.778,
,704400000,3800.319,
,939200000,3796.317,
41,2p-1,->,4d-2
,10,4861.32,
,4696000,4904.411,
,7044000,4917.692,
,9392000,4926.16,
,11740000,4930.106,
,14090000,4929.884,
,16440000,4925.868,
,18780000,4918.441,
,21130000,4907.973,
,23480000,4894.818,
,28180000,4861.744,
,32870000,4821.559,
,37570000,4776.21,
,42260000,4727.296,
,46960000,4676.112,
,51650000,4623.7,
,56350000,4570.888,
,61050000,4518.318,
,65740000,4466.476,
,70440000,4415.714,
,75130000,4366.271,
,79830000,4318.29,
,84530000,4271.844,
,89220000,4226.946,
,93920000,4183.572,
,103300000,4101.171,
,112700000,4024.087,
,122100000,3951.714,
,131500000,3883.498,
,140900000,3818.967,
,164400000,3671.356,
,187800000,3539.973,
,211300000,3421.812,
,234800000,3314.72,
,281800000,3127.531,
,328700000,2968.841,
,375700000,2832.185,
,422600000,2712.967,
,469600000,2607.817,
,704400000,2221.906,
,939200000,1971.023,
60,2s0,->,4f-1
,10,4861.32,
,4696000,4911.314,
,7044000,4933.151,
,9392000,4953.37,
,11740000,4972.013,
,14090000,4989.14,
,18780000,5019.133,
,23480000,5043.967,
,28180000,5064.268,
,30520000,5072.902,
,32870000,5080.615,
,35220000,5087.467,
,37570000,5093.516,
,39920000,5098.815,
,42260000,5103.412,
,46960000,5110.677,
,51650000,5115.625,
,56350000,5118.522,
,61050000,5119.589,
,65740000,5119.012,
,70440000,5116.945,
,75130000,5113.519,
,79830000,5108.84,
,84530000,5102.999,
,89220000,5096.073,
,93920000,5088.126,
,98610000,5079.214,
,103300000,5069.383,
,108000000,5058.677,
,112700000,5047.136,
,117400000,5034.795,
,122100000,5021.69,
,126800000,5007.857,
,131500000,4993.332,
,136200000,4978.152,
,140900000,4962.357,
,150300000,4929.094,
,159700000,4893.909,
,169100000,4857.217,
,178400000,4819.472,
,187800000,4781.167,
,197200000,4742.818,
,206600000,4704.96,
,216000000,4668.121,
,225400000,4632.815,
,234800000,4599.516,
,244200000,4568.634,
,253600000,4540.494,
,263000000,4515.318,
,272400000,4493.211,
,281800000,4474.168,
,295800000,4451.098,
,328700000,4419.175,
,352200000,4410.521,
,375700000,4409.814,
,399200000,4414.563,
,422600000,4422.985,
,469600000,4446.12,
,704400000,4563.42,
,939200000,4606.83,
47,2p0,->,4d-1
,10,4861.32,
,4696000,4907.864,
,7044000,4925.424,
,9392000,4939.775,
,11740000,4951.089,
,14090000,4959.583,
,16440000,4965.494,
,18780000,4969.068,
,21130000,4970.546,
,23480000,4970.164,
,25830000,4968.139,
,28180000,4964.676,
,30520000,4959.96,
,32870000,4954.16,
,35220000,4947.428,
,37570000,4939.898,
,42260000,4922.915,
,46960000,4904.009,
,51650000,4883.79,
,56350000,4862.717,
,61050000,4841.127,
,65740000,4819.267,
,70440000,4797.313,
,75130000,4775.39,
,79830000,4753.583,
,84530000,4731.953,
,89220000,4710.541,
,93920000,4689.373,
,103300000,4647.829,
,112700000,4607.392,
,122100000,4568.074,
,131500000,4529.862,
,140900000,4492.734,
,164400000,4404.449,
,187800000,4322.237,
,211300000,4245.59,
,234800000,4174.021,
,258300000,4107.077,
,281800000,4044.341,
,305200000,3985.433,
,328700000,3930.012,
,352200000,3877.768,
,375700000,3828.426,
,422600000,3737.484,
,469600000,3655.503,
,704400000,3340.616,
,939200000,3124.109,
81,2p-1,->,3s0
,10,6562.82,
,4696000,6465.532,
,7044000,6412.615,
,9392000,6357.691,
,11740000,6300.937,
,14090000,6242.541,
,16440000,6182.693,
,18780000,6121.588,
,21130000,6059.415,
,23480000,5996.363,
,25830000,5932.611,
,28180000,5868.333,
,30520000,5803.691,
,32870000,5738.839,
,37570000,5609.054,
,42260000,5479.982,
,46960000,5352.452,
,49310000,5289.482,
,51650000,5227.139,
,54000000,5165.484,
,56350000,5104.572,
,58700000,5044.452,
,61050000,4985.163,
,63390000,4926.742,
,65740000,4869.219,
,68090000,4812.619,
,70440000,4756.963,
,72790000,4702.269,
,75130000,4648.551,
,77480000,4595.819,
,79830000,4544.083,
,82180000,4493.348,
,84530000,4443.618,
,85000000,4433.793,
,85470000,4424.009,
,85930000,4414.265,
,86400000,4404.561,
,86870000,4394.898,
,87340000,4385.274,
,87810000,4375.692,
,88280000,4366.15,
,88750000,4356.648,
,89220000,4347.186,
,89690000,4337.765,
,90160000,4328.384,
,90630000,4319.044,
,91100000,4309.744,
,91570000,4300.484,
,92040000,4291.265,
,92510000,4282.087,
,92980000,4272.948,
,93450000,4263.85,
,93920000,4254.792,
,103300000,4082.07,
,112700000,3925.288,
,122100000,3784.204,
,131500000,3658.446,
,136200000,3601.117,
,140900000,3547.318,
,150300000,3449.578,
,152600000,3427.033,
,159700000,3363.437,
,164400000,3324.078,
,169100000,3286.857,
,176100000,3234.534,
,178400000,3217.925,
,187800000,3155.073,
,199600000,3083.266,
,211300000,3017.449,
,223100000,2956.48,
,234800000,2899.558,
,258300000,2795.657,
,281800000,2702.514,
,305200000,2618.052,
,328700000,2540.814,
,352200000,2469.715,
,375700000,2403.913,
,422600000,2285.676,
,469600000,2182.187,
,704400000,1815.638,
,939200000,1599.016,
81,2p-1,->,3d0
,10,6562.82,
,4696000,6470.81,
,7044000,6424.282,
,9392000,6378.039,
,11740000,6332.09,
,14090000,6286.444,
,16440000,6241.112,
,18780000,6196.104,
,21130000,6151.43,
,23480000,6107.103,
,25830000,6063.134,
,28180000,6019.531,
,30520000,5976.307,
,32870000,5933.47,
,37570000,5848.994,
,42260000,5766.165,
,46960000,5685.034,
,49310000,5645.117,
,51650000,5605.637,
,54000000,5566.597,
,56350000,5527.998,
,58700000,5489.842,
,61050000,5452.13,
,63390000,5414.861,
,65740000,5378.034,
,68090000,5341.65,
,70440000,5305.704,
,72790000,5270.197,
,75130000,5235.125,
,77480000,5200.485,
,79830000,5166.274,
,82180000,5132.489,
,84530000,5099.125,
,85000000,5092.502,
,85470000,5085.896,
,85930000,5079.307,
,86400000,5072.734,
,86870000,5066.179,
,87340000,5059.639,
,87810000,5053.116,
,88280000,5046.609,
,88750000,5040.119,
,89220000,5033.645,
,89690000,5027.188,
,90160000,5020.747,
,90630000,5014.322,
,91100000,5007.913,
,91570000,5001.521,
,92040000,4995.144,
,92510000,4988.785,
,92980000,4982.44,
,93450000,4976.112,
,93920000,4969.8,
,103300000,4846.862,
,112700000,4729.988,
,122100000,4618.843,
,131500000,4513.088,
,136200000,4462.128,
,140900000,4412.393,
,150300000,4316.441,
,152600000,4293.158,
,159700000,4224.929,
,164400000,4180.749,
,169100000,4137.574,
,176100000,4074.624,
,178400000,4054.108,
,187800000,3974.285,
,199600000,3879.279,
,211300000,3789.194,
,223100000,3703.657,
,234800000,3622.329,
,258300000,3471.109,
,281800000,3333.425,
,305200000,3207.55,
,328700000,3092.061,
,352200000,2985.781,
,375700000,2887.729,
,422600000,2713.124,
,469600000,2562.957,
,704400000,2060.408,
,939200000,1783.226,
46,2p0,->,3s0
,10,6562.82,
,4696000,6557.879,
,7044000,6549.411,
,9392000,6537.653,
,11740000,6522.698,
,14090000,6504.66,
,16440000,6483.672,
,18780000,6459.882,
,21130000,6433.447,
,23480000,6404.534,
,25830000,6373.314,
,28180000,6339.961,
,30520000,6304.649,
,32870000,6267.549,
,35220000,6228.83,
,37570000,6188.656,
,42260000,6104.569,
,46960000,6016.475,
,51650000,5925.448,
,56350000,5832.448,
,61050000,5738.316,
,65740000,5643.789,
,70440000,5549.506,
,75130000,5456.017,
,79830000,5363.797,
,84530000,5273.256,
,89220000,5184.748,
,93920000,5098.582,
,103300000,4934.343,
,112700000,4782.406,
,122100000,4644.288,
,131500000,4521.093,
,164400000,4203.927,
,187800000,4054.376,
,211300000,3936.436,
,234800000,3835.987,
,258300000,3746.684,
,281800000,3665.369,
,305200000,3590.243,
,328700000,3520.161,
,352200000,3454.329,
,375700000,3392.176,
,422600000,3277.297,
,469600000,3173.243,
,704400000,2785.524,
,939200000,2557.834,
41,2p-1,->,3d-1
,10,6562.82,
,4696000,6562.432,
,7044000,6559.614,
,9392000,6555.689,
,11740000,6550.682,
,14090000,6544.617,
,16440000,6537.526,
,18780000,6529.443,
,21130000,6520.406,
,23480000,6510.457,
,28180000,6487.989,
,32870000,6462.388,
,37570000,6434.007,
,42260000,6403.188,
,46960000,6370.26,
,51650000,6335.527,
,56350000,6299.27,
,61050000,6261.744,
,65740000,6223.18,
,70440000,6183.783,
,75130000,6143.736,
,79830000,6103.2,
,84530000,6062.32,
,89220000,6021.218,
,93920000,5980.005,
,103300000,5897.612,
,112700000,5815.759,
,122100000,5734.904,
,131500000,5655.381,
,140900000,5577.427,
,164400000,5390.343,
,187800000,5215.173,
,211300000,5051.963,
,234800000,4900.185,
,281800000,4627.719,
,328700000,4391.03,
,375700000,4183.921,
,422600000,4001.249,
,469600000,3838.877,
,704400000,3236.172,
,939200000,2841.596,
47,2s0,->,3p0
,10,6562.82,
,4696000,6562.622,
,7044000,6560.046,
,9392000,6556.468,
,14090000,6546.429,
,23480000,6515.975,
,25830000,6506.487,
,28180000,6496.359,
,30520000,6485.646,
,32870000,6474.402,
,35220000,6462.681,
,37570000,6450.538,
,39920000,6438.023,
,46960000,6398.733,
,58700000,6330.002,
,61050000,6316.099,
,63390000,6302.217,
,65740000,6288.38,
,68090000,6274.613,
,70440000,6260.939,
,75130000,6233.948,
,79830000,6207.548,
,84530000,6181.853,
,89220000,6156.955,
,93920000,6132.928,
,98610000,6109.826,
,103300000,6087.69,
,108000000,6066.545,
,112700000,6046.411,
,117400000,6027.293,
,122100000,6009.194,
,126800000,5992.106,
,131500000,5976.019,
,136200000,5960.918,
,140900000,5946.785,
,150300000,5921.336,
,159700000,5899.489,
,169100000,5881.038,
,178400000,5865.775,
,187800000,5853.49,
,234800000,5829.878,
,295800000,5867.809,
,328700000,5909.087,
,375700000,5983.336,
,469600000,6155.471,
,704400000,6525.592,
,939200000,6709.719,
46,2p0,->,3d0
,10,6562.82,
,4696000,6563.31,
,7044000,6561.582,
,9392000,6559.171,
,11740000,6556.088,
,14090000,6552.342,
,16440000,6547.947,
,18780000,6542.917,
,21130000,6537.27,
,23480000,6531.023,
,25830000,6524.195,
,28180000,6516.805,
,30520000,6508.874,
,32870000,6500.423,
,35220000,6491.472,
,37570000,6482.043,
,42260000,6461.833,
,46960000,6439.959,
,51650000,6416.582,
,56350000,6391.855,
,61050000,6365.921,
,65740000,6338.915,
,70440000,6310.962,
,75130000,6282.178,
,79830000,6252.667,
,84530000,6222.527,
,89220000,6191.845,
,93920000,6160.702,
,103300000,6097.318,
,112700000,6032.876,
,122100000,5967.785,
,131500000,5902.381,
,164400000,5674.432,
,187800000,5515.271,
,211300000,5360.795,
,234800000,5211.741,
,258300000,5068.489,
,281800000,4931.217,
,305200000,4799.991,
,328700000,4674.814,
,352200000,4555.654,
,375700000,4442.46,
,422600000,4233.681,
,469600000,4047.708,
,704400000,3406.354,
,939200000,3064.169,
65,2s0,->,3p-1
,10,6562.82,
,469600,6574.097,
,939200,6583.416,
,1409000,6592.65,
,2348000,6610.863,
,3287000,6628.731,
,4696000,6654.875,
,7044000,6696.656,
,9392000,6736.154,
,11740000,6773.331,
,14090000,6808.17,
,18780000,6870.859,
,23480000,6924.41,
,28180000,6969.205,
,30520000,6988.478,
,32870000,7005.766,
,35220000,7021.146,
,37570000,7034.701,
,39920000,7046.511,
,42260000,7056.663,
,46960000,7072.325,
,51650000,7082.356,
,56350000,7087.402,
,61050000,7088.082,
,65740000,7084.981,
,70440000,7078.643,
,75130000,7069.575,
,79830000,7058.24,
,84530000,7045.067,
,89220000,7030.443,
,93920000,7014.723,
,98610000,6998.224,
,103300000,6981.234,
,108000000,6964.009,
,112700000,6946.779,
,117400000,6929.745,
,122100000,6913.087,
,126800000,6896.959,
,131500000,6881.497,
,136200000,6866.816,
,140900000,6853.012,
,150300000,6828.346,
,159700000,6807.972,
,169100000,6792.165,
,178400000,6781.039,
,187800000,6774.584,
,197200000,6772.7,
,206600000,6775.221,
,216000000,6781.937,
,225400000,6792.615,
,234800000,6807.009,
,244200000,6824.872,
,253600000,6845.961,
,263000000,6870.041,
,272400000,6896.891,
,281800000,6926.302,
,295800000,6974.793,
,328700000,7105.332,
,352200000,7210.692,
,375700000,7323.924,
,399200000,7443.381,
,422600000,7567.643,
,469600000,7825.797,
,704400000,9110.457,
,939200000,10151.899,
41,2p-1,->,3d-2
,10,6562.82,
,4696000,6656.427,
,7044000,6700.182,
,9392000,6742.469,
,11740000,6783.255,
,14090000,6822.523,
,16440000,6860.262,
,18780000,6896.473,
,21130000,6931.16,
,23480000,6964.342,
,28180000,7026.277,
,32870000,7082.502,
,37570000,7133.299,
,42260000,7178.981,
,46960000,7219.873,
,51650000,7256.303,
,56350000,7288.593,
,61050000,7317.052,
,65740000,7341.973,
,70440000,7363.634,
,75130000,7382.293,
,79830000,7398.191,
,84530000,7411.55,
,89220000,7422.579,
,93920000,7431.467,
,103300000,7443.506,
,112700000,7448.908,
,122100000,7448.722,
,131500000,7443.828,
,140900000,7434.974,
,164400000,7399.405,
,187800000,7350.226,
,211300000,7292.403,
,234800000,7229.265,
,281800000,7095.348,
,328700000,6959.239,
,375700000,6825.976,
,422600000,6697.854,
,469600000,6575.803,
,704400000,6055.863,
,939200000,5656.827,
47,2p0,->,3d-1
,10,6562.82,
,4696000,6657.59,
,7044000,6702.823,
,9392000,6747.204,
,11740000,6790.705,
,14090000,6833.304,
,16440000,6874.986,
,18780000,6915.739,
,21130000,6955.559,
,23480000,6994.442,
,25830000,7032.391,
,28180000,7069.411,
,30520000,7105.511,
,32870000,7140.701,
,35220000,7174.995,
,37570000,7208.406,
,42260000,7272.644,
,46960000,7333.556,
,51650000,7391.288,
,56350000,7445.997,
,61050000,7497.836,
,65740000,7546.959,
,70440000,7593.513,
,75130000,7637.641,
,79830000,7679.482,
,84530000,7719.165,
,89220000,7756.814,
,93920000,7792.546,
,103300000,7858.691,
,112700000,7918.407,
,122100000,7972.4,
,131500000,8021.297,
,140900000,8065.644,
,164400000,8159.637,
,187800000,8234.155,
,211300000,8293.664,
,234800000,8341.475,
,258300000,8380.071,
,281800000,8411.337,
,305200000,8436.721,
,328700000,8457.348,
,352200000,8474.101,
,375700000,8487.677,
,422600000,8507.426,
,469600000,8519.894,
,704400000,8529.853,
,939200000,8511.646,
19,3d0,->,5p-1
,4696000,12965.36,
,7044000,12887.19,
,9392000,12730.81,
,14090000,12259.95,
,23480000,11123.21,
,32870000,10614.65,
,46960000,10204.79,
,70440000,9639.82,
,93920000,8986.04,
,140900000,8133.93,
,234800000,7740.23,
,328700000,7646.24,
,469600000,7657.93,
,704400000,8338.7,
,939200000,8710.05,
,1409000000,8845.545,
,2348000000,8665,
,3287000000,8443,
,4696000000,8180,
18,2s0,->,6h0
,10,4101.74,
,4696000,4096.042,
,7044000,4088.112,
,9392000,4077.995,
,14090000,4053.404,
,23480000,3994.327,
,32870000,3902.06,
,39920000,3814.812,
,46960000,3753.363,
,70440000,3639.628,
,93920000,3552.643,
,140900000,3421.036,
,234800000,3275,
,328700000,3245.048,
,399200000,3245.57,
,469600000,3252.821,
,704400000,3269.575,
,939200000,3252.868,
18,2s0,->,6f0
,10,4101.74,
,4696000,4087.4,
,7044000,4069.986,
,9392000,4048.14,
,14090000,3995.532,
,23480000,3879.395,
,32870000,3807.255,
,39920000,3760.313,
,46960000,3697.724,
,70440000,3561.151,
,93920000,3479.435,
,140900000,3361.594,
,234800000,3229.926,
,328700000,3201.016,
,399200000,3201.374,
,469600000,3208.214,
,704400000,3223.776,
,939200000,3206.934,
18,2s0,->,6p0
,10,4101.74,
,4696000,4069.328,
,7044000,4033.486,
,9392000,3990.958,
,14090000,3910.916,
,23480000,3840.169,
,32870000,3734.562,
,39920000,3687.023,
,46960000,3646.896,
,70440000,3509.417,
,93920000,3430.62,
,140900000,3319.811,
,234800000,3198.824,
,328700000,3170.727,
,399200000,3171.005,
,469600000,3177.593,
,704400000,3192.421,
,939200000,3175.543,
18,2s0,->,7h0
,10,3970.07,
,4696000,3960.586,
,7044000,3949.715,
,9392000,3936.9,
,14090000,3896.136,
,23480000,3766.988,
,32870000,3697.406,
,39920000,3635.864,
,46960000,3597.442,
,70440000,3473.644,
,93920000,3396.55,
,140900000,3289.969,
,234800000,3176.436,
,328700000,3148.97,
,399200000,3149.207,
,469600000,3155.629,
,704400000,3169.976,
,939200000,3153.103,
18,2s0,->,7f0
,10,3970.07,
,4696000,3941.512,
,7044000,3912.753,
,9392000,3880.899,
,14090000,3828.284,
,23480000,3729.501,
,32870000,3656.627,
,39920000,3602.466,
,46960000,3561.129,
,70440000,3447.959,
,93920000,3371.855,
,140900000,3268.08,
,234800000,3159.775,
,328700000,3132.802,
,399200000,3133.016,
,469600000,3139.324,
,704400000,3153.338,
,939200000,3136.483,
18,2s0,->,7p0
,10,3970.07,
,4696000,3913.83,
,7044000,3863.272,
,9392000,3847.745,
,14090000,3798.742,
,23480000,3712,
,32870000,3620.998,
,39920000,3577.999,
,46960000,3534.563,
,70440000,3428.889,
,93920000,3353.392,
,140900000,3251.598,
,234800000,3147.036,
,328700000,3120.451,
,399200000,3120.652,
,469600000,3126.877,
,704400000,3140.653,
,939200000,3123.805,
18,2s0,->,6h-1
,10,4101.74,
,4696000,4128.721,
,7044000,4133.984,
,9392000,4135.05,
,14090000,4127.251,
,23480000,4083.199,
,32870000,3956.608,
,39920000,3864.595,
,46960000,3806.211,
,70440000,3702.83,
,93920000,3613.923,
,140900000,3447.945,
,234800000,3340.743,
,328700000,3307.166,
,399200000,3279.718,
,469600000,3272.359,
,704400000,3285.085,
,939200000,3267.921,
18,2s0,->,6f-1
,10,4101.74,
,4696000,4117.434,
,7044000,4111.232,
,9392000,4099.501,
,14090000,4066.887,
,23480000,3987.504,
,32870000,3898.645,
,39920000,3840.866,
,46960000,3772.526,
,70440000,3600.315,
,93920000,3521.398,
,140900000,3377.542,
,234800000,3272.422,
,328700000,3242.696,
,399200000,3226.431,
,469600000,3220.948,
,704400000,3232.914,
,939200000,3215.331,
18,2s0,->,6p-1
,10,4101.74,
,4696000,4093.042,
,7044000,4060.687,
,9392000,4017.561,
,14090000,3953.937,
,23480000,3893.255,
,32870000,3818.73,
,39920000,3751.25,
,46960000,3701.065,
,70440000,3534.387,
,93920000,3459.211,
,140900000,3330.826,
,234800000,3227.669,
,328700000,3199.585,
,399200000,3189.549,
,469600000,3186.105,
,704400000,3197.772,
,939200000,3180.011,
18,2s0,->,7h-1
,10,3970.07,
,4696000,3986.082,
,7044000,3982.908,
,9392000,3975.698,
,14090000,3916.742,
,23480000,3806.213,
,32870000,3743.107,
,39920000,3691.368,
,46960000,3637.393,
,70440000,3495.563,
,93920000,3416.535,
,140900000,3298.172,
,234800000,3196.768,
,328700000,3169.539,
,399200000,3163.01,
,469600000,3161.373,
,704400000,3172.93,
,939200000,3155.093,
18,2s0,->,7f-1
,10,3970.07,
,4696000,3964.213,
,7044000,3941.704,
,9392000,3915.748,
,14090000,3869.358,
,23480000,3762.972,
,32870000,3685.143,
,39920000,3641.323,
,46960000,3593.855,
,70440000,3488.885,
,93920000,3386.222,
,140900000,3274.414,
,234800000,3174.532,
,328700000,3147.816,
,399200000,3143.344,
,469600000,3143.174,
,704400000,3154.7,
,939200000,3136.806,
18,2s0,->,7p-1
,10,3970.07,
,4696000,3929.243,
,7044000,3889.481,
,9392000,3876.085,
,14090000,3832.755,
,23480000,3730.452,
,32870000,3649.77,
,39920000,3602.133,
,46960000,3561.205,
,70440000,3457.808,
,93920000,3363.982,
,140900000,3256.577,
,234800000,3157.994,
,328700000,3131.617,
,399200000,3128.41,
,469600000,3129.387,
,704400000,3140.912,
,939200000,3122.86,
18,2p-1,->,6g-2
,10,4101.74,
,4696000,4119.334,
,7044000,4114.892,
,9392000,4104.852,
,14090000,4074.131,
,23480000,3989.71,
,32870000,3879.232,
,39920000,3776.781,
,46960000,3670.171,
,70440000,3409.288,
,93920000,3228.11,
,140900000,2940.33,
,234800000,2484.234,
,328700000,2208.371,
,399200000,2064.171,
,469600000,1949.344,
,704400000,1677.383,
,939200000,1501.559,
18,2p-1,->,6d-2
,10,4101.74,
,4696000,4095.608,
,7044000,4065.909,
,9392000,4025.786,
,14090000,3931.784,
,23480000,3817.213,
,32870000,3714.448,
,39920000,3640.342,
,46960000,3564.801,
,70440000,3293.021,
,93920000,3107.552,
,140900000,2831.623,
,234800000,2438.711,
,328700000,2161.114,
,399200000,2021.659,
,469600000,1910.498,
,704400000,1646.843,
,939200000,1476.066,
18,2p-1,->,7i-2
,10,3970.07,
,4696000,3983.474,
,7044000,3975.831,
,9392000,3961.724,
,14090000,3918.479,
,23480000,3759.645,
,32870000,3616.478,
,39920000,3528.845,
,46960000,3458.958,
,70440000,3231.271,
,93920000,3035.887,
,140900000,2767.271,
,234800000,2397.401,
,328700000,2132.044,
,399200000,1995.642,
,469600000,1886.804,
,704400000,1628.349,
,939200000,1460.699,
18,2p-1,->,7g-2
,10,3970.07,
,4696000,3966.333,
,7044000,3944.99,
,9392000,3918.739,
,14090000,3859.833,
,23480000,3709.948,
,32870000,3590.898,
,39920000,3491.98,
,46960000,3387.885,
,70440000,3182.585,
,93920000,2990.147,
,140900000,2726.431,
,234800000,2366.811,
,328700000,2112.867,
,399200000,1978.546,
,469600000,1871.272,
,704400000,1616.287,
,939200000,1450.709,
18,2p-1,->,7d-2
,10,3970.07,
,4696000,3932.219,
,7044000,3878.506,
,9392000,3845.605,
,14090000,3788.575,
,23480000,3656.999,
,32870000,3525.409,
,39920000,3451.722,
,46960000,3375.488,
,70440000,3141.532,
,93920000,2959.332,
,140900000,2698.951,
,234800000,2345.568,
,328700000,2099.542,
,399200000,1966.703,
,469600000,1860.531,
,704400000,1607.978,
,939200000,1443.844,
18,2p-1,->,6g-1
,10,4101.74,
,4696000,4088.708,
