Column1,Column2,Column3,Column4
,7044000,4072.931,
,9392000,4053.382,
,14090000,4007.154,
,23480000,3899.425,
,32870000,3780.937,
,39920000,3690.852,
,46960000,3604.986,
,70440000,3364.056,
,93920000,3164.298,
,140900000,2829.713,
,234800000,2440.971,
,328700000,2189.722,
,399200000,2047.567,
,469600000,1934.052,
,704400000,1665.059,
,939200000,1491.16,
18,2p-1,->,6d-1
,10,4101.74,
,4696000,4070.03,
,7044000,4034.846,
,9392000,3992.951,
,14090000,3902.595,
,23480000,3761.46,
,32870000,3650.717,
,39920000,3570.121,
,46960000,3491.335,
,70440000,3261.822,
,93920000,3079.855,
,140900000,2772.749,
,234800000,2393.345,
,328700000,2149.9,
,399200000,2011.944,
,469600000,1901.657,
,704400000,1639.9,
,939200000,1470.331,
18,2p-1,->,7i-1
,10,3970.07,
,4696000,3953.637,
,7044000,3934.282,
,9392000,3910.435,
,14090000,3853.853,
,23480000,3700.853,
,32870000,3566.754,
,39920000,3488.412,
,46960000,3414.514,
,70440000,3194.166,
,93920000,3019.605,
,140900000,2736.527,
,234800000,2363.242,
,328700000,2124.855,
,399200000,1989.593,
,469600000,1881.369,
,704400000,1624.213,
,939200000,1457.381,
18,2p-1,->,7g-1
,10,3970.07,
,4696000,3941.569,
,7044000,3912.11,
,9392000,3878.075,
,14090000,3802.561,
,23480000,3658.822,
,32870000,3521.088,
,39920000,3433.737,
,46960000,3361.371,
,70440000,3148.787,
,93920000,2978.715,
,140900000,2709.796,
,234800000,2342.981,
,328700000,2108.058,
,399200000,1974.629,
,469600000,1867.806,
,704400000,1613.76,
,939200000,1448.77,
18,2p-1,->,7d-1
,10,3970.07,
,4696000,3914.646,
,7044000,3861.963,
,9392000,3813.972,
,14090000,3752.553,
,23480000,3612.755,
,32870000,3489.311,
,39920000,3398.4,
,46960000,3323.625,
,70440000,3117.071,
,93920000,2950.221,
,140900000,2689.053,
,234800000,2328.685,
,328700000,2096.237,
,399200000,1964.112,
,469600000,1858.284,
,704400000,1606.439,
,939200000,1442.75,
18,2p0,->,6g-1
,10,4101.74,
,4696000,4125.446,
,7044000,4127.688,
,9392000,4125.79,
,14090000,4113.56,
,23480000,4068.022,
,32870000,4003.436,
,39920000,3948.617,
,46960000,3894.481,
,70440000,3741.98,
,93920000,3608.42,
,140900000,3354.791,
,234800000,3072.369,
,328700000,2880.333,
,399200000,2768.033,
,469600000,2674.311,
,704400000,2446.139,
,939200000,2292.579,
18,2p0,->,6d-1
,10,4101.74,
,4696000,4106.431,
,7044000,4088.578,
,9392000,4063.197,
,14090000,4003.45,
,23480000,3918.099,
,32870000,3857.735,
,39920000,3810.749,
,46960000,3762.179,
,70440000,3615.915,
,93920000,3499.018,
,140900000,3275.023,
,234800000,2997.296,
,328700000,2811.824,
,399200000,2703.327,
,469600000,2612.766,
,704400000,2392.221,
,939200000,2243.712,
18,2p0,->,7i-1
,10,3970.07,
,4696000,3987.978,
,7044000,3985.352,
,9392000,3977.783,
,14090000,3952.173,
,23480000,3852.383,
,32870000,3764.102,
,39920000,3717.798,
,46960000,3673.129,
,70440000,3532.959,
,93920000,3421.46,
,140900000,3224.609,
,234800000,2950.232,
,328700000,2769.135,
,399200000,2663.128,
,469600000,2574.622,
,704400000,2358.985,
,939200000,2213.694,
18,2p0,->,7g-1
,10,3970.07,
,4696000,3975.699,
,7044000,3962.602,
,9392000,3944.304,
,14090000,3898.249,
,23480000,3806.861,
,32870000,3713.278,
,39920000,3655.76,
,46960000,3611.703,
,70440000,3477.527,
,93920000,3369.057,
,140900000,3187.556,
,234800000,2918.724,
,328700000,2740.677,
,399200000,2636.387,
,469600000,2549.289,
,704400000,2336.999,
,939200000,2193.887,
18,2p0,->,7d-1
,10,3970.07,
,4696000,3948.309,
,7044000,3911.162,
,9392000,3878.011,
,14090000,3845.71,
,23480000,3757.016,
,32870000,3677.955,
,39920000,3615.732,
,46960000,3568.162,
,70440000,3438.884,
,93920000,3332.651,
,140900000,3158.893,
,234800000,2896.571,
,328700000,2720.729,
,399200000,2617.672,
,469600000,2531.582,
,704400000,2321.677,
,939200000,2180.111,
18,2p0,->,6g0
,10,4101.74,
,4696000,4095.132,
,7044000,4086.42,
,9392000,4075.558,
,14090000,4049.602,
,23480000,3925.079,
,32870000,3793.306,
,39920000,3747.75,
,46960000,3702.694,
,70440000,3524.745,
,93920000,3367.931,
,140900000,3186.363,
,234800000,2923.632,
,328700000,2735.607,
,399200000,2629.807,
,469600000,2541.779,
,704400000,2326.445,
,939200000,2182.115,
18,2p0,->,6d0
,10,4101.74,
,4696000,4079.782,
,7044000,4054.806,
,9392000,4024.811,
,14090000,3958.563,
,23480000,3857.071,
,32870000,3732.638,
,39920000,3668.268,
,46960000,3625.965,
,70440000,3476.824,
,93920000,3357.632,
,140900000,3156.004,
,234800000,2900.75,
,328700000,2717.51,
,399200000,2613.365,
,469600000,2526.636,
,704400000,2314.606,
,939200000,2172.197,
18,2p0,->,6s0
,10,4101.74,
,4696000,4055.506,
,7044000,4004.819,
,9392000,3944.23,
,14090000,3904.956,
,23480000,3800.719,
,32870000,3706.716,
,39920000,3623.667,
,46960000,3574.252,
,70440000,3442.114,
,93920000,3325.668,
,140900000,3134.171,
,234800000,2883.939,
,328700000,2704.156,
,399200000,2601.218,
,469600000,2515.428,
,704400000,2305.777,
,939200000,2164.768,
18,2p0,->,7i0
,10,3970.07,
,4696000,3960.593,
,7044000,3949.397,
,9392000,3936.024,
,14090000,3832.281,
,23480000,3757.974,
,32870000,3655.014,
,39920000,3604.698,
,46960000,3539.222,
,70440000,3414.598,
,93920000,3301.422,
,140900000,3117.938,
,234800000,2871.25,
,328700000,2694.02,
,399200000,2591.987,
,469600000,2506.899,
,704400000,2299.016,
,939200000,2159.047,
18,2p0,->,7g0
,10,3970.07,
,4696000,3948.367,
,7044000,3923.985,
,9392000,3894.317,
,14090000,3812.963,
,23480000,3707.308,
,32870000,3621.973,
,39920000,3572.567,
,46960000,3518.72,
,70440000,3392.854,
,93920000,3283.305,
,140900000,3105.539,
,234800000,2861.448,
,328700000,2686.145,
,399200000,2584.807,
,469600000,2500.258,
,704400000,2293.723,
,939200000,2154.521,
18,2p0,->,7d0
,10,3970.07,
,4696000,3929.058,
,7044000,3889.522,
,9392000,3851.193,
,14090000,3808.274,
,23480000,3672.772,
,32870000,3603.306,
,39920000,3546.182,
,46960000,3504.599,
,70440000,3375.852,
,93920000,3269.438,
,140900000,3095.851,
,234800000,2853.724,
,328700000,2679.905,
,399200000,2579.112,
,469600000,2494.984,
,704400000,2289.5,
,939200000,2150.827,
18,2p0,->,7s0
,10,3970.07,
,4696000,3894.437,
,7044000,3862.337,
,9392000,3842.487,
,14090000,3762.251,
,23480000,3651.833,
,32870000,3582.533,
,39920000,3526.142,
,46960000,3487.802,
,70440000,3362.498,
,93920000,3258.591,
,140900000,3088.137,
,234800000,2847.53,
,328700000,2674.876,
,399200000,2574.518,
,469600000,2490.727,
,704400000,2286.071,
,939200000,2147.694,
18,2p-1,->,6g0
,10,4101.74,
,4696000,4058.929,
,7044000,4032.745,
,9392000,4004.888,
,14090000,3946.437,
,23480000,3767.893,
,32870000,3592.966,
,39920000,3514.769,
,46960000,3440.048,
,70440000,3187.45,
,93920000,2977.836,
,140900000,2708.933,
,234800000,2346.143,
,328700000,2105.057,
,399200000,1970.935,
,469600000,1863.772,
,704400000,1608.72,
,939200000,1443.627,
18,2p-1,->,6d0
,10,4101.74,
,4696000,4043.849,
,7044000,4001.952,
,9392000,3955.875,
,14090000,3859.928,
,23480000,3705.179,
,32870000,3538.491,
,39920000,3444.77,
,46960000,3373.721,
,70440000,3148.211,
,93920000,2969.781,
,140900000,2686.959,
,234800000,2331.385,
,328700000,2094.325,
,399200000,1961.686,
,469600000,1855.617,
,704400000,1603.05,
,939200000,1439.279,
18,2p-1,->,6s0
,10,4101.74,
,4696000,4019.997,
,7044000,3953.252,
,9392000,3878.004,
,14090000,3808.942,
,23480000,3653.148,
,32870000,3515.188,
,39920000,3405.408,
,46960000,3328.909,
,70440000,3119.725,
,93920000,2944.748,
,140900000,2671.117,
,234800000,2320.513,
,328700000,2086.385,
,399200000,1954.833,
,469600000,1849.564,
,704400000,1598.81,
,939200000,1436.014,
18,2p-1,->,7i0
,10,3970.07,
,4696000,3926.721,
,7044000,3899.239,
,9392000,3870.071,
,14090000,3739.765,
,23480000,3613.641,
,32870000,3468.656,
,39920000,3388.651,
,46960000,3298.502,
,70440000,3097.105,
,93920000,2925.722,
,140900000,2659.317,
,234800000,2312.291,
,328700000,2080.346,
,399200000,1949.615,
,469600000,1844.949,
,704400000,1595.557,
,939200000,1433.494,
18,2p-1,->,7g0
,10,3970.07,
,4696000,3914.703,
,7044000,3874.466,
,9392000,3829.742,
,14090000,3721.366,
,23480000,3566.767,
,32870000,3438.885,
,39920000,3360.241,
,46960000,3280.687,
,70440000,3079.206,
,93920000,2911.485,
,140900000,2650.292,
,234800000,2305.93,
,328700000,2075.647,
,399200000,1945.551,
,469600000,1841.349,
,704400000,1593.005,
,939200000,1431.498,
18,2p-1,->,7d0
,10,3970.07,
,4696000,3895.721,
,7044000,3840.864,
,9392000,3788.029,
,14090000,3716.901,
,23480000,3534.79,
,32870000,3422.053,
,39920000,3336.888,
,46960000,3268.408,
,70440000,3065.195,
,93920000,2900.575,
,140900000,2643.233,
,234800000,2300.911,
,328700000,2071.919,
,399200000,1942.322,
,469600000,1838.488,
,704400000,1590.967,
,939200000,1429.866,
18,2p-1,->,7s0
,10,3970.07,
,4696000,3861.682,
,7044000,3814.353,
,9392000,3779.607,
,14090000,3673.046,
,23480000,3515.39,
,32870000,3403.313,
,39920000,3319.139,
,46960000,3253.795,
,70440000,3054.182,
,93920000,2892.035,
,140900000,2637.608,
,234800000,2296.883,
,328700000,2068.912,
,399200000,1939.716,
,469600000,1836.175,
,704400000,1589.311,
,939200000,1428.481,
10,1s0,->,3p+1
,10,1025.72,
,469600,1025.502,
,4696000,1023.282,
,32870000,1002.625,
,46960000,989.511,
,93920000,940.338,
,140900000,890.92,
,234800000,805.017,
,469600000,651.79,
,939200000,474.921,
38,1s0,->,2p+1
,10,1215.695,
,4696000,1212.429,
,9392000,1209.111,
,14090000,1205.741,
,23480000,1198.851,
,28180000,1195.335,
,32870000,1191.773,
,37570000,1188.167,
,42260000,1184.519,
,46960000,1180.831,
,51650000,1177.105,
,56350000,1173.343,
,61050000,1169.547,
,70440000,1161.861,
,79830000,1154.063,
,84530000,1150.127,
,89220000,1146.17,
,93920000,1142.192,
,103300000,1134.183,
,112700000,1126.115,
,126800000,1113.931,
,140900000,1101.685,
,150300000,1093.504,
,164400000,1081.234,
,187800000,1060.852,
,211300000,1040.654,
,234800000,1020.727,
,258300000,1001.137,
,281800000,981.933,
,305200000,963.151,
,328700000,944.816,
,375700000,909.54,
,422600000,876.156,
,469600000,844.644,
,563500000,786.964,
,704400000,712.393,
,798300000,669.488,
,939200000,613.542,
38,1s0,->,2s0
,10,1213.807,
,4696000,1213.777,
,9392000,1213.689,
,14090000,1213.541,
,23480000,1213.055,
,28180000,1212.71,
,32870000,1212.292,
,37570000,1211.797,
,42260000,1211.223,
,46960000,1210.567,
,51650000,1209.829,
,56350000,1209.009,
,61050000,1208.108,
,70440000,1206.074,
,79830000,1203.752,
,84530000,1202.49,
,89220000,1201.165,
,93920000,1199.781,
,103300000,1196.842,
,112700000,1193.697,
,126800000,1188.632,
,140900000,1183.204,
,150300000,1179.412,
,164400000,1173.498,
,187800000,1163.152,
,211300000,1152.349,
,234800000,1141.244,
,258300000,1129.966,
,281800000,1118.62,
,305200000,1107.293,
,328700000,1096.054,
,375700000,1074.049,
,422600000,1052.912,
,469600000,1032.804,
,563500000,995.867,
,704400000,948.132,
,798300000,920.624,
,939200000,884.455,
79,2p+1,->,5s0
,10,4340.47,
,4696000,4357,
,7044000,4346.846,
,9392000,4327.208,
,11740000,4300.036,
,14090000,4267.129,
,16440000,4230.13,
,18780000,4190.987,
,21130000,4175.166,
,23480000,4177.541,
,25830000,4179.92,
,28180000,4182,
,30520000,4183.722,
,32870000,4185.003,
,37570000,4185.617,
,42260000,4181.749,
,46960000,4170.818,
,49310000,4162.67,
,51650000,4153.437,
,54000000,4144.036,
,56350000,4135.548,
,58700000,4129.005,
,61050000,4125.036,
,63390000,4123.643,
,65740000,4124.373,
,68090000,4126.673,
,70440000,4130.07,
,72790000,4134.18,
,75130000,4138.583,
,77480000,4142.301,
,79830000,4140.665,
,82180000,4126.564,
,84530000,4107.816,
,85000000,4104.011,
,85470000,4100.237,
,85930000,4096.52,
,86400000,4092.891,
,86870000,4089.406,
,87340000,4086.152,
,87810000,4083.276,
,88280000,4080.997,
,88750000,4079.539,
,89220000,4078.954,
,89690000,4079.071,
,90160000,4079.652,
,90630000,4080.522,
,91100000,4081.574,
,91570000,4082.744,
,92040000,4083.997,
,92510000,4085.31,
,92980000,4086.667,
,93450000,4088.062,
,93920000,4089.485,
,103300000,4121.25,
,112700000,4157.057,
,122100000,4196.265,
,131500000,4238.735,
,136200000,4260.65,
,140900000,4284.418,
,150300000,4333.304,
,152600000,4346.025,
,159700000,4385.391,
,164400000,4412.632,
,169100000,4440.678,
,176100000,4484.231,
,178400000,4499.152,
,187800000,4560.783,
,199600000,4642.18,
,211300000,4728.353,
,223100000,4819.506,
,234800000,4916.542,
,258300000,5134.914,
,281800000,5394.509,
,305200000,5701.334,
,328700000,6063.219,
,352200000,6489.193,
,375700000,6996.917,
,422600000,8354.317,
,469600000,10516.828,
2,2p+1,->,5s0
,704400000,25809.35,
,939200000,5358.495,
79,2p+1,->,5d0
,10,4340.47,
,4696000,4372.645,
,7044000,4380.827,
,9392000,4384.934,
,11740000,4385.645,
,14090000,4383.593,
,16440000,4379.323,
,18780000,4373.29,
,21130000,4365.862,
,23480000,4357.337,
,25830000,4347.96,
,28180000,4337.945,
,30520000,4327.494,
,32870000,4316.819,
,37570000,4295.88,
,42260000,4278.045,
,46960000,4266.91,
,49310000,4264.407,
,51650000,4263.719,
,54000000,4264.477,
,56350000,4266.284,
,58700000,4268.738,
,61050000,4271.321,
,63390000,4273.005,
,65740000,4270.971,
,68090000,4260.138,
,70440000,4241.475,
,72790000,4220.143,
,75130000,4198.599,
,77480000,4178.398,
,79830000,4164.378,
,82180000,4163.716,
,84530000,4168.729,
,85000000,4169.946,
,85470000,4171.205,
,85930000,4172.5,
,86400000,4173.827,
,86870000,4175.181,
,87340000,4176.558,
,87810000,4177.958,
,88280000,4179.378,
,88750000,4180.818,
,89220000,4182.274,
,89690000,4183.748,
,90160000,4185.236,
,90630000,4186.74,
,91100000,4188.258,
,91570000,4189.79,
,92040000,4191.335,
,92510000,4192.894,
,92980000,4194.464,
,93450000,4196.047,
,93920000,4197.642,
,103300000,4231.763,
,112700000,4269.647,
,122100000,4310.989,
,131500000,4355.662,
,136200000,4379.215,
,140900000,4403.595,
,150300000,4454.738,
,152600000,4468.02,
,159700000,4509.034,
,164400000,4537.341,
,169100000,4566.405,
,176100000,4611.381,
,178400000,4626.733,
,187800000,4689.86,
,199600000,4772.435,
,211300000,4858.95,
,223100000,4950.024,
,234800000,5047.521,
,258300000,5271.229,
,281800000,5541.73,
,305200000,5864.047,
,328700000,6245.762,
,352200000,6698.894,
,375700000,7241.512,
,422600000,8709.512,
,469600000,11058.961,
2,2p+1,->,5d0
,704400000,23250.699,
,939200000,5245.204,
79,2p+1,->,5g0
,10,4340.47,
,4696000,4379.223,
,7044000,4395.184,
,9392000,4409.442,
,11740000,4422.159,
,14090000,4433.513,
,16440000,4443.682,
,18780000,4452.834,
,21130000,4461.129,
,23480000,4468.707,
,25830000,4475.69,
,28180000,4482.178,
,30520000,4488.245,
,32870000,4493.926,
,37570000,4503.988,
,42260000,4510.53,
,46960000,4503.535,
,49310000,4488.163,
,51650000,4465.663,
,54000000,4439.725,
,56350000,4412.659,
,58700000,4385.657,
,61050000,4359.551,
,63390000,4335.494,
,65740000,4316.349,
,68090000,4307.208,
,70440000,4307.11,
,72790000,4310.927,
,75130000,4316.372,
,77480000,4322.685,
,79830000,4329.576,
,82180000,4336.907,
,84530000,4344.605,
,85000000,4346.185,
,85470000,4347.777,
,85930000,4349.382,
,86400000,4351,
,86870000,4352.629,
,87340000,4354.27,
,87810000,4355.923,
,88280000,4357.587,
,88750000,4359.263,
,89220000,4360.95,
,89690000,4362.647,
,90160000,4364.356,
,90630000,4366.076,
,91100000,4367.807,
,91570000,4369.548,
,92040000,4371.299,
,92510000,4373.062,
,92980000,4374.834,
,93450000,4376.617,
,93920000,4378.41,
,103300000,4416.314,
,112700000,4457.888,
,122100000,4502.915,
,131500000,4551.243,
,136200000,4576.603,
,140900000,4602.731,
,150300000,4657.209,
,152600000,4671.272,
,159700000,4714.455,
,164400000,4744.024,
,169100000,4774.164,
,176100000,4820.331,
,178400000,4835.948,
,187800000,4899.384,
,199600000,4980.602,
,211300000,5064.548,
,223100000,5153.799,
,234800000,5252.193,
,258300000,5486.775,
,281800000,5776.549,
,305200000,6124.934,
,328700000,6540.286,
,352200000,7036.866,
,375700000,7635.975,
,422600000,9281.438,
,469600000,11979.915,
2,2p+1,->,5g0
,704400000,20274.137,
,939200000,5086.379,
41,2p+1,->,5d+1
,10,4340.47,
,4696000,4325.293,
,7044000,4306.061,
,9392000,4281.133,
,11740000,4251.829,
,14090000,4219.343,
,16440000,4184.695,
,18780000,4148.735,
,21130000,4112.157,
,23480000,4075.518,
,28180000,4003.666,
,32870000,3935.323,
,37570000,3871.156,
,42260000,3810.862,
,46960000,3753.735,
,51650000,3699.05,
,56350000,3646.228,
,61050000,3594.852,
,65740000,3544.653,
,70440000,3495.48,
,75130000,3447.289,
,79830000,3400.119,
,84530000,3354.089,
,89220000,3309.371,
,93920000,3266.166,
,103300000,3185.037,
,112700000,3111.555,
,122100000,3045.302,
,131500000,2985.081,
,140900000,2929.681,
,164400000,2806.887,
,187800000,2700.689,
,211300000,2606.966,
,234800000,2523.225,
,281800000,2379.169,
,328700000,2258.984,
,375700000,2156.628,
,422600000,2067.944,
,469600000,1989.917,
,704400000,1709.378,
,939200000,1527.998,
41,2p+1,->,5g+1
,10,4340.47,
,4696000,4334.987,
,7044000,4326.817,
,9392000,4315.799,
,11740000,4302.246,
,14090000,4286.469,
,16440000,4268.757,
,18780000,4249.37,
,21130000,4228.54,
,23480000,4206.472,
,28180000,4159.321,
,32870000,4109.129,
,37570000,4056.866,
,42260000,4003.332,
,46960000,3949.201,
,51650000,3895.049,
,56350000,3841.367,
,61050000,3788.567,
,65740000,3736.988,
,70440000,3686.887,
,75130000,3638.448,
,79830000,3591.778,
,84530000,3546.919,
,89220000,3503.86,
,93920000,3462.546,
,103300000,3384.822,
,112700000,3312.986,
,122100000,3246.268,
,131500000,3183.999,
,140900000,3125.62,
,164400000,2993.925,
,187800000,2878.758,
,211300000,2776.723,
,234800000,2685.423,
,281800000,2528.272,
,328700000,2397.205,
,375700000,2285.714,
,422600000,2189.362,
,469600000,2104.992,
,704400000,1799.524,
,939200000,1603.38,
60,2s0,->,5p+1
,10,4340.47,
,4696000,4276.144,
,7044000,4227.745,
,9392000,4171.84,
,11740000,4110.562,
,14090000,4045.75,
,18780000,3911.523,
,23480000,3780.819,
,28180000,3678.979,
,30520000,3637.939,
,32870000,3598.784,
,35220000,3560.875,
,37570000,3524.011,
,39920000,3488.098,
,42260000,3453.071,
,46960000,3385.458,
,51650000,3320.786,
,56350000,3258.711,
,61050000,3198.911,
,65740000,3141.075,
,70440000,3084.878,
,75130000,3029.986,
,79830000,2976.067,
,84530000,2922.864,
,89220000,2870.324,
,93920000,2818.729,
,98610000,2768.683,
,103300000,2720.906,
,108000000,2675.919,
,112700000,2633.847,
,117400000,2594.466,
,122100000,2557.396,
,126800000,2522.261,
,131500000,2488.757,
,136200000,2456.654,
,140900000,2425.783,
,150300000,2367.249,
,159700000,2312.419,
,169100000,2260.8,
,178400000,2212.022,
,187800000,2165.795,
,197200000,2121.875,
,206600000,2080.057,
,216000000,2040.161,
,225400000,2002.028,
,234800000,1965.515,
,244200000,1930.497,
,253600000,1896.858,
,263000000,1864.49,
,272400000,1833.296,
,281800000,1803.184,
,295800000,1759.855,
,328700000,1665.923,
,352200000,1603.787,
,375700000,1545.711,
,399200000,1492.52,
,422600000,1444.051,
,469600000,1357.765,
,704400000,1047.905,
,939200000,851.186,
41,2p+1,->,5d+2
,10,4340.47,
,4696000,4278.155,
,7044000,4231.996,
,9392000,4178.858,
,11740000,4120.649,
,14090000,4059.014,
,16440000,3995.306,
,18780000,3930.631,
,21130000,3865.902,
,23480000,3801.891,
,28180000,3678.648,
,32870000,3565.232,
,37570000,3463.401,
,42260000,3371.599,
,46960000,3287.184,
,51650000,3208.253,
,56350000,3133.71,
,61050000,3062.909,
,65740000,2995.434,
,70440000,2930.983,
,75130000,2869.319,
,79830000,2810.241,
,84530000,2753.575,
,89220000,2699.162,
,93920000,2646.854,
,103300000,2548.021,
,112700000,2456.068,
,122100000,2370.071,
,131500000,2289.162,
,140900000,2212.537,
,164400000,2036.005,
,187800000,1880.139,
,211300000,1749.557,
,234800000,1644.21,
,281800000,1477.686,
,328700000,1346.19,
,375700000,1238.421,
,422600000,1148.082,
,469600000,1070.996,
,704400000,810.229,
,939200000,656.961,
47,2p0,->,5d+1
,10,4340.47,
,4696000,4284.444,
,7044000,4245.435,
,9392000,4201.364,
,11740000,4153.635,
,14090000,4103.482,
,16440000,4051.93,
,18780000,3999.81,
,21130000,3947.778,
,23480000,3896.344,
,25830000,3845.888,
,28180000,3796.672,
,30520000,3748.86,
,32870000,3702.528,
,35220000,3657.676,
,37570000,3614.255,
,42260000,3531.346,
,46960000,3452.983,
,51650000,3378.383,
,56350000,3306.924,
,61050000,3238.156,
,65740000,3171.765,
,70440000,3107.552,
,75130000,3045.406,
,79830000,2985.292,
,84530000,2927.231,
,89220000,2871.286,
,93920000,2817.538,
,103300000,2716.898,
,112700000,2625.361,
,122100000,2542.09,
,131500000,2465.788,
,140900000,2395.253,
,164400000,2238.711,
,187800000,2104.084,
,211300000,1986.399,
,234800000,1882.376,
,258300000,1789.628,
,281800000,1706.331,
,305200000,1631.052,
,328700000,1562.639,
,352200000,1500.156,
,375700000,1442.833,
,422600000,1341.194,
,469600000,1253.689,
,704400000,951.849,
,939200000,771.314,
60,2s0,->,5f+1
,10,4340.47,
,4696000,4291.248,
,7044000,4259.978,
,9392000,4225.675,
,11740000,4189.102,
,14090000,4150.931,
,18780000,4071.872,
,23480000,3991.548,
,28180000,3911.617,
,30520000,3872.063,
,32870000,3832.849,
,35220000,3793.99,
,37570000,3755.485,
,39920000,3717.313,
,42260000,3679.444,
,46960000,3604.433,
,51650000,3530.039,
,56350000,3455.853,
,61050000,3381.682,
,65740000,3307.766,
,70440000,3234.829,
,75130000,3163.891,
,79830000,3095.995,
,84530000,3031.99,
,89220000,2972.387,
,93920000,2917.267,
,98610000,2866.308,
,103300000,2818.955,
,108000000,2774.617,
,112700000,2732.783,
,117400000,2693.053,
,122100000,2655.126,
,126800000,2618.779,
,131500000,2583.837,
,136200000,2550.168,
,140900000,2517.662,
,150300000,2455.798,
,159700000,2397.677,
,169100000,2342.867,
,178400000,2291.016,
,187800000,2241.832,
,197200000,2195.063,
,206600000,2150.491,
,216000000,2107.92,
,225400000,2067.176,
,234800000,2028.1,
,244200000,1990.545,
,253600000,1954.377,
,263000000,1919.468,
,272400000,1885.701,
,281800000,1852.966,
,295800000,1805.591,
,328700000,1702.166,
,352200000,1634.751,
,375700000,1573.749,
,399200000,1518.886,
,422600000,1468.951,
,469600000,1379.96,
,704400000,1061.417,
,939200000,860.334,
41,2p+1,->,5g+2
,10,4340.47,
,4696000,4291.925,
,7044000,4261.251,
,9392000,4227.427,
,11740000,4191.007,
,14090000,4152.508,
,16440000,4112.379,
,18780000,4071.002,
,21130000,4028.701,
,23480000,3985.741,
,28180000,3898.687,
,32870000,3811.174,
,37570000,3724.105,
,42260000,3638.083,
,46960000,3553.508,
,51650000,3470.64,
,56350000,3389.648,
,61050000,3310.638,
,65740000,3233.684,
,70440000,3158.832,
,75130000,3086.116,
,79830000,3015.562,
,84530000,2947.189,
,89220000,2881.008,
,93920000,2817.024,
,103300000,2695.625,
,112700000,2582.884,
,122100000,2478.603,
,131500000,2382.545,
,140900000,2294.451,
,164400000,2106.496,
,187800000,1955.873,
,211300000,1830.639,
,234800000,1723.223,
,281800000,1546.349,
,328700000,1405.617,
,375700000,1290.458,
,422600000,1194.234,
,469600000,1112.474,
,704400000,835.935,
,939200000,674.94,
47,2p0,->,5g+1
,10,4340.47,
,4696000,4293.956,
,7044000,4265.609,
,9392000,4234.745,
,11740000,4201.737,
,14090000,4166.945,
,16440000,4130.692,
,18780000,4093.268,
,21130000,4054.92,
,23480000,4015.868,
,25830000,3976.297,
,28180000,3936.367,
,30520000,3896.22,
,32870000,3855.978,
,35220000,3815.746,
,37570000,3775.62,
,42260000,3696.007,
,46960000,3617.695,
,51650000,3541.125,
,56350000,3466.64,
,61050000,3394.5,
,65740000,3324.888,
,70440000,3257.917,
,75130000,3193.635,
,79830000,3132.028,
,84530000,3073.036,
,89220000,3016.561,
,93920000,2962.478,
,103300000,2860.942,
,112700000,2767.324,
,122100000,2680.617,
,131500000,2599.962,
,140900000,2524.647,
,164400000,2356.108,
,187800000,2210.617,
,211300000,2083.452,
,234800000,1971.196,
,258300000,1871.273,
,281800000,1781.69,
,305200000,1700.872,
,328700000,1627.554,
,352200000,1560.708,
,375700000,1499.489,
,422600000,1391.234,
,469600000,1298.408,
,704400000,979.163,
,939200000,790.064,
79,2p+1,->,4s0
,10,4861.32,
,4696000,4902.047,
,7044000,4912.414,
,9392000,4916.905,
,11740000,4915.923,
,14090000,4909.944,
,16440000,4899.476,
,18780000,4885.035,
,21130000,4867.127,
,23480000,4846.237,
,25830000,4822.822,
,28180000,4797.317,
,30520000,4770.139,
,32870000,4741.692,
,37570000,4682.711,
,42260000,4624.973,
,46960000,4580.748,
,49310000,4571.087,
,51650000,4569.212,
,54000000,4571.621,
,56350000,4576.195,
,58700000,4581.98,
,61050000,4588.542,
,63390000,4595.664,
,65740000,4603.227,
,68090000,4611.167,
,70440000,4619.438,
,72790000,4628.014,
,75130000,4636.876,
,77480000,4646.009,
,79830000,4655.402,
,82180000,4665.047,
,84530000,4674.937,
,85000000,4676.943,
,85470000,4678.959,
,85930000,4680.985,
,86400000,4683.021,
,86870000,4685.065,
,87340000,4687.118,
,87810000,4689.182,
,88280000,4691.253,
,88750000,4693.335,
,89220000,4695.425,
,89690000,4697.525,
,90160000,4699.634,
,90630000,4701.752,
,91100000,4703.878,
,91570000,4706.014,
,92040000,4708.159,
,92510000,4710.313,
,92980000,4712.475,
,93450000,4714.646,
,93920000,4716.826,
,103300000,4762.225,
,112700000,4810.855,
,122100000,4862.409,
,131500000,4916.494,
,136200000,4944.328,
,140900000,4972.583,
,150300000,5029.977,
,152600000,5044.429,
,159700000,5087.792,
,164400000,5116.555,
,169100000,5145.07,
,176100000,5187.222,
,178400000,5201.099,
,187800000,5256.002,
,199600000,5325.568,
,211300000,5401.816,
,223100000,5490.975,
,234800000,5596.617,
,258300000,5859.299,
,281800000,6188.564,
,305200000,6587.68,
,328700000,7067.839,
,352200000,7647.994,
,375700000,8356.708,
,422600000,10353.551,
,469600000,13794.094,
2,2p+1,->,4s0
,704400000,16889.797,
,939200000,4856.42,
79,2p+1,->,4d0
,10,4861.32,
,4696000,4911.817,
,7044000,4934.315,
,9392000,4955.511,
,11740000,4975.489,
,14090000,4994.353,
,16440000,5012.216,
,18780000,5029.196,
,21130000,5045.412,
,23480000,5060.973,
,25830000,5075.985,
,28180000,5090.542,
